DATAFLOW,LAST UPDATE,freq,unit,sex,age,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2007,6.45,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2008,6.24,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2009,6.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2010,5.67,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2011,5.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2012,5.97,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2013,6.33,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2014,6.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2015,6.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2016,6.02,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2017,5.88,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2018,5.22,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2019,5.14,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2020,4.99,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2021,5.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,PT,2022,5.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2007,8.51,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2008,7.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2009,6.97,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2010,6.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2011,6.72,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2012,7.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2013,7.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2014,7.85,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2015,8.79,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2016,8.03,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2017,7.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2018,8.05,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2019,7.82,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2020,7.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2021,7.80,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RO,2022,6.56,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2013,9.16,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2014,10.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2015,12.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2016,12.63,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2017,10.65,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2018,9.89,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2019,6.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2020,6.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2021,6.13,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,RS,2022,5.80,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2004,3.33,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2005,3.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2006,3.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2007,3.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2008,3.73,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2009,4.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2010,4.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2011,4.06,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2012,4.10,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2013,4.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2014,4.31,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2015,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2016,4.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2017,4.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2018,4.31,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2019,4.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2020,4.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2021,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SE,2022,4.47,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2005,3.34,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2006,3.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2007,3.24,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2008,3.27,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2009,3.15,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2010,3.35,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2011,3.40,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2012,3.39,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2013,3.57,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2014,3.72,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2015,3.59,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2016,3.54,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2017,3.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2018,3.32,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2019,3.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2020,3.28,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2021,3.20,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SI,2022,3.21,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2005,4.12,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2006,4.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2007,3.61,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2008,3.48,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2009,3.70,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2010,4.04,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2011,4.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2012,3.95,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2013,3.81,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2014,4.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2015,3.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2016,3.90,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2017,3.72,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2018,3.18,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2019,3.52,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2020,3.16,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2021,3.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,SK,2022,3.30,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2006,11.32,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2007,9.34,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2008,9.44,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2009,10.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2010,9.98,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2011,9.64,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2012,9.45,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2013,8.79,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2014,8.41,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2015,8.74,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2016,8.81,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2017,8.86,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2018,8.75,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2019,8.47,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2020,9.14,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,TR,2021,9.01,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2005,6.04,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2006,5.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2007,5.43,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2008,5.69,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2009,5.38,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2010,5.49,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2011,5.42,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2012,5.14,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2013,4.78,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2014,5.19,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2015,5.46,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2016,5.25,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2017,5.61,b
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,UK,2018,5.83,
ESTAT:ILC_PNS4(1.0),02/02/24 23:00:00,A,RAT,T,Y_LT65,XK,2018,16.34,
